0.01;0.00021415744680527637;0.00021415744752526481;-7.199884406120655e-13;7.679876699862032e-13;0.01;0;0;0.00021415744757330435;7.680279752019653e-13
0.03;0.0019242441570697909;0.0019242441747266135;-1.765682261858914e-11;1.8833944126495083e-11;0.02;0;1;0.0019242441766691432;1.9599352306040596e-11
0.07;0.010423159217387613;0.010423159435611576;-2.182239632053662e-10;2.3277222741905726e-10;0.04;0;2;0.010423159469626186;2.522385737779853e-10
0.15000000000000002;0.04703335525142209;0.04703334007012152;1.5181300570821232e-08;1.619338727554265e-08;0.08;0;3;0.04703333930769965;1.5943722439515362e-08
0.31000000000000005;0.1883465412561962;0.1883447221661539;1.8190900423209477e-06;1.940362711809011e-06;0.16;0;4;0.1883445859120933;1.955344102910761e-06
0.4700000000000001;0.3896055525361197;0.3896023403618974;3.2121742223334415e-06;3.4263191704890044e-06;0.16;0;4;0.3896002205563622;5.331979757550176e-06
0.6300000000000001;0.6027784455509162;0.6027745662684868;3.8792824293976125e-06;4.13790125802412e-06;0.16;0;4;0.6027691095041303;9.336046785879404e-06
0.7900000000000001;0.7772038183735555;0.7772001487323198;3.669641235659604e-06;3.914283984703578e-06;0.16;0;4;0.7771908012800508;1.3017093504652522e-05
0.9500000000000002;0.8710392327487935;0.8710366021173082;2.6306314853119517e-06;2.8060069176660816e-06;0.16;0;4;0.8710237339453635;1.549880342999188e-05
1.11;0.8607164997729232;0.8607155026931799;9.97079743325635e-07;1.0635517262140108e-06;0.16;0;4;0.8607003227492575;1.617702366574214e-05
1.27;0.7462668376505475;0.7462676994654409;-8.618148934491643e-07;9.192692196791085e-07;0.16;0;4;0.7462519813682937;1.4856282253727926e-05
1.43;0.5513123608579401;0.5513148867814814;-2.5259235413299663e-06;2.6943184440852972e-06;0.16;0;4;0.5513005669177804;1.1793940159710026e-05
1.5899999999999999;0.3177258233285246;0.3177294424694478;-3.6191409231722815e-06;3.8604169847171e-06;0.16;0;4;0.31771818132944085;7.64199908376284e-06
1.7499999999999998;0.09616556703074094;0.0961694614197219;-3.89438898094896e-06;4.154014913012223e-06;0.16;0;4;0.09616226731363939;3.299717101556965e-06
1.9099999999999997;-0.06537512720284269;-0.06537183774381698;-3.2894590257098733e-06;3.5087562940905316e-06;0.16;0;4;-0.06537483754532597;2.896575167221638e-07
2.07;-0.13241632446074297;-0.1324143833892101;-1.941071532868266e-06;2.07047630172615e-06;0.16;0;4;-0.13241397236663954;2.352094103430513e-06
2.23;-0.09178553446432189;-0.0917853804883953;-1.5397592659227577e-07;1.6424098836509415e-07;0.16;0;4;-0.09178307672242553;2.4577418963611652e-06
2.39;0.045403920436185935;0.04540225251030168;1.667925884255017e-06;1.7791209432053516e-06;0.16;1;5;0.04540453853979004;6.181036041053023e-07
2.5500000000000003;0.246263408600993;0.24626029573555405;3.1128654389422916e-06;3.320389801538444e-06;0.16;1;5;0.246260692059028;2.7165419649866074e-06
2.7100000000000004;0.46356096375647204;0.4635571094848936;3.854271578451751e-06;4.111223017015201e-06;0.16;1;5;0.4635542048707916;6.758885680469007e-06
2.8700000000000006;0.6463950284751674;0.6463913038963245;3.724578842900783e-06;3.972884099094169e-06;0.16;1;5;0.6463844659684808;1.0562506686628836e-05
3.0300000000000007;0.7516975913340472;0.7516948382350797;2.75309896757836e-06;2.936638898750251e-06;0.16;1;5;0.7516843555816568;1.3235752390428068e-05
3.190000000000001;0.7539668912298448;0.7539657318337123;1.1593961325440105e-06;1.2366892080469447e-06;0.16;1;5;0.753952747989062;1.4143240782860111e-05
3.350000000000001;0.6510299981483538;0.6510306944851253;-6.963367714662994e-07;7.42759222897386e-07;0.16;1;5;0.651016948704848;1.304944350577486e-05
3.510000000000001;0.46453286793766124;0.46453526262305517;-2.3946853939249557e-06;2.554331086853286e-06;0.16;1;5;0.46452269603923624;1.0171898425004322e-05
3.6700000000000013;0.23504711306685996;0.23505066487268733;-3.5518058273675823e-06;3.788592882525421e-06;0.16;1;5;0.23504098104174867;6.1320251112939594e-06
3.8300000000000014;0.012899408219781638;0.012903314397008814;-3.906177227175345e-06;4.166589042320368e-06;0.16;1;5;0.012897593560359105;1.8146594225332269e-06
3.9900000000000015;-0.15320382244910696;-0.15320044474092803;-3.377708178931016e-06;3.6028887241930837e-06;0.16;1;5;-0.1532019905028895;1.8319462174731793e-06
4.150000000000001;-0.2271855008217996;-0.22718341498362843;-2.085838171184129e-06;2.224894049263071e-06;0.16;1;5;-0.22718149036691462;4.010454884989523e-06
4.310000000000001;-0.19375260631101204;-0.19375228376795328;-3.2254305876167066e-07;3.4404592934578205e-07;0.16;1;5;-0.1937483516426578;4.254668354242153e-06
4.4700000000000015;-0.061853456322462835;-0.06185496997690908;1.5136544462418522e-06;1.6145647426579756e-06;0.16;2;6;-0.06185092141329479;2.5349091680448854e-06
4.630000000000002;0.1373438242354857;0.13734081648053265;3.0077549530438397e-06;3.208271949913429e-06;0.16;2;6;0.13734308897965564;7.352558300532941e-07
4.790000000000002;0.3574947574200913;0.3574909353436219;3.822076469373048e-06;4.076881567331251e-06;0.16;2;6;0.3574899649500143;4.792470077008559e-06
4.950000000000002;0.5475519979256395;0.5475482253516797;3.772573959781589e-06;4.024078890433695e-06;0.16;2;6;0.5475433018273508;8.696098288685228e-06
5.110000000000002;0.6633017353147468;0.6632988648793534;2.8704353933761695e-06;3.061797752934581e-06;0.16;2;6;0.663290194510115;1.1540804631837709e-05
